edible,cap_shape,cap_surface,cap_color,has_bruises,smell,gill_size,gill_color,stalk_shape,ring_number,ring_type,spore_color,population,habitat
edible,convex,scaly,gray,yes,none,broad,white,tapering,one,pendant,brown,solitary,woods
edible,convex,fibrous,gray,yes,none,broad,purple,tapering,one,pendant,black,several,woods
edible,flat,smooth,white,no,none,broad,brown,tapering,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,gray,yes,none,broad,purple,tapering,one,pendant,black,several,woods
edible,convex,fibrous,brown,yes,none,broad,purple,tapering,one,pendant,brown,several,woods
edible,convex,fibrous,red,yes,none,broad,white,tapering,one,pendant,brown,several,woods
edible,convex,scaly,brown,yes,none,broad,white,tapering,one,pendant,brown,solitary,woods
edible,flat,fibrous,white,no,none,broad,chocolate,tapering,one,evanescent,brown,scattered,grasses
edible,convex,scaly,brown,yes,none,broad,pink,tapering,one,pendant,black,solitary,woods
edible,convex,smooth,gray,no,none,broad,brown,tapering,one,evanescent,black,scattered,grasses
edible,convex,fibrous,gray,no,none,broad,chocolate,tapering,one,evanescent,black,abundant,grasses
edible,flat,fibrous,white,no,none,broad,pink,tapering,one,evanescent,brown,abundant,grasses
edible,convex,scaly,gray,yes,none,broad,pink,tapering,one,pendant,black,several,woods
poisonous,flat,scaly,brown,yes,pungent,narrow,black,enlarging,one,pendant,brown,scattered,urban
edible,convex,scaly,red,yes,none,broad,pink,tapering,one,pendant,black,several,woods
edible,flat,fibrous,white,no,none,broad,pink,tapering,one,evanescent,black,scattered,grasses
edible,flat,smooth,gray,no,none,broad,chocolate,tapering,one,evanescent,brown,abundant,grasses
edible,convex,scaly,gray,yes,none,broad,white,tapering,one,pendant,brown,several,woods
edible,flat,fibrous,gray,yes,none,broad,pink,tapering,one,pendant,black,several,woods
edible,convex,fibrous,brown,yes,none,broad,white,tapering,one,pendant,black,several,woods
edible,flat,fibrous,red,yes,none,broad,brown,tapering,one,pendant,black,several,woods
edible,convex,smooth,white,no,none,broad,chocolate,tapering,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,red,yes,none,broad,white,tapering,one,pendant,brown,several,woods
edible,convex,fibrous,brown,yes,none,broad,pink,tapering,one,pendant,black,several,woods
edible,convex,fibrous,gray,yes,none,broad,purple,tapering,one,pendant,black,solitary,woods
edible,convex,fibrous,brown,yes,none,broad,brown,tapering,one,pendant,brown,solitary,woods
edible,convex,fibrous,yellow,yes,almond,narrow,white,tapering,one,pendant,brown,several,woods
edible,convex,fibrous,red,yes,none,broad,white,tapering,one,pendant,brown,several,woods
poisonous,flat,smooth,white,yes,pungent,narrow,white,enlarging,one,pendant,brown,several,grasses
edible,convex,smooth,white,no,none,broad,chocolate,tapering,one,evanescent,black,scattered,grasses
edible,convex,fibrous,red,yes,none,broad,purple,tapering,one,pendant,brown,solitary,woods
edible,convex,scaly,brown,yes,none,broad,white,tapering,one,pendant,black,several,woods
edible,convex,fibrous,white,no,none,broad,chocolate,tapering,one,evanescent,black,abundant,grasses
edible,convex,fibrous,gray,yes,none,broad,white,tapering,one,pendant,brown,solitary,woods
edible,convex,smooth,gray,no,none,broad,brown,tapering,one,evanescent,brown,scattered,grasses
edible,convex,scaly,red,yes,none,broad,white,tapering,one,pendant,brown,solitary,woods
edible,convex,scaly,brown,yes,none,broad,purple,tapering,one,pendant,brown,several,woods
edible,convex,smooth,white,no,none,broad,pink,tapering,one,evanescent,black,abundant,grasses
edible,convex,smooth,brown,no,none,broad,brown,tapering,one,evanescent,black,abundant,grasses
edible,convex,smooth,white,no,none,broad,brown,tapering,one,evanescent,black,scattered,grasses
edible,convex,smooth,brown,no,none,broad,brown,tapering,one,evanescent,black,scattered,grasses
edible,flat,fibrous,red,yes,none,broad,brown,tapering,one,pendant,brown,solitary,woods
edible,flat,fibrous,white,no,none,broad,brown,tapering,one,evanescent,black,abundant,grasses
edible,flat,fibrous,gray,no,none,broad,black,tapering,one,evanescent,black,abundant,grasses
edible,convex,scaly,red,yes,none,broad,white,tapering,one,pendant,brown,several,woods
edible,convex,fibrous,red,yes,none,broad,pink,tapering,one,pendant,brown,solitary,woods
edible,convex,scaly,gray,yes,none,broad,purple,tapering,one,pendant,brown,several,woods
edible,convex,fibrous,red,yes,none,broad,pink,tapering,one,pendant,black,solitary,woods
edible,flat,smooth,brown,no,none,broad,chocolate,tapering,one,evanescent,brown,scattered,grasses
edible,convex,smooth,white,no,none,broad,brown,tapering,one,evanescent,black,abundant,grasses
edible,convex,smooth,white,no,none,broad,chocolate,tapering,one,evanescent,black,abundant,grasses
edible,convex,fibrous,white,no,none,broad,black,tapering,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,red,yes,none,broad,purple,tapering,one,pendant,brown,several,woods
edible,convex,fibrous,brown,yes,none,broad,purple,tapering,one,pendant,brown,solitary,woods
edible,flat,fibrous,brown,yes,none,broad,white,tapering,one,pendant,black,several,woods
edible,flat,fibrous,white,yes,anise,narrow,pink,tapering,one,pendant,brown,several,woods
edible,flat,fibrous,white,no,none,broad,black,tapering,one,evanescent,black,abundant,grasses
poisonous,flat,scaly,white,yes,pungent,narrow,brown,enlarging,one,pendant,black,scattered,grasses
edible,flat,fibrous,gray,yes,none,broad,brown,tapering,one,pendant,black,several,woods
edible,convex,fibrous,brown,yes,none,broad,white,tapering,one,pendant,brown,several,woods
edible,convex,smooth,white,no,none,broad,black,tapering,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,white,no,none,broad,chocolate,tapering,one,evanescent,brown,abundant,grasses
edible,convex,smooth,brown,no,none,broad,chocolate,tapering,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,brown,no,none,broad,brown,tapering,one,evanescent,brown,abundant,grasses
edible,convex,smooth,gray,no,none,broad,chocolate,tapering,one,evanescent,brown,abundant,grasses
edible,convex,scaly,brown,yes,none,broad,white,tapering,one,pendant,brown,several,woods
edible,convex,fibrous,brown,yes,none,broad,purple,tapering,one,pendant,brown,solitary,woods
edible,flat,smooth,gray,no,none,broad,black,tapering,one,evanescent,brown,scattered,grasses
edible,flat,smooth,brown,no,none,broad,brown,tapering,one,evanescent,black,abundant,grasses
edible,convex,smooth,gray,no,none,broad,pink,tapering,one,evanescent,brown,scattered,grasses
edible,flat,fibrous,gray,yes,none,broad,brown,tapering,one,pendant,black,solitary,woods
edible,convex,smooth,white,no,none,broad,chocolate,tapering,one,evanescent,brown,abundant,grasses
edible,flat,fibrous,brown,no,none,broad,black,tapering,one,evanescent,brown,abundant,grasses
edible,flat,smooth,white,no,none,broad,chocolate,tapering,one,evanescent,black,scattered,grasses
edible,convex,fibrous,gray,no,none,broad,black,tapering,one,evanescent,brown,scattered,grasses
edible,flat,fibrous,brown,no,none,broad,black,tapering,one,evanescent,brown,abundant,grasses
edible,flat,fibrous,brown,no,none,broad,pink,tapering,one,evanescent,black,abundant,grasses
edible,convex,fibrous,brown,yes,none,broad,white,tapering,one,pendant,brown,several,woods
edible,flat,smooth,gray,no,none,broad,chocolate,tapering,one,evanescent,black,abundant,grasses
edible,flat,smooth,white,no,none,broad,brown,tapering,one,evanescent,brown,scattered,grasses
edible,convex,scaly,red,yes,none,broad,pink,tapering,one,pendant,black,several,woods
edible,convex,scaly,gray,yes,none,broad,purple,tapering,one,pendant,black,several,woods
edible,convex,scaly,red,yes,none,broad,brown,tapering,one,pendant,black,several,woods
edible,convex,fibrous,gray,no,none,broad,chocolate,tapering,one,evanescent,black,scattered,grasses
edible,flat,fibrous,gray,no,none,broad,pink,tapering,one,evanescent,brown,abundant,grasses
edible,flat,scaly,yellow,yes,anise,broad,pink,enlarging,one,pendant,brown,solitary,grasses
poisonous,flat,scaly,white,yes,pungent,narrow,white,enlarging,one,pendant,black,several,urban
edible,flat,smooth,brown,no,none,broad,chocolate,tapering,one,evanescent,black,abundant,grasses
edible,flat,fibrous,brown,no,none,broad,black,tapering,one,evanescent,black,scattered,grasses
edible,flat,fibrous,brown,yes,none,broad,pink,tapering,one,pendant,black,several,woods
edible,convex,fibrous,red,yes,none,broad,purple,tapering,one,pendant,black,solitary,woods
edible,flat,fibrous,gray,no,none,broad,pink,tapering,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,brown,no,none,broad,brown,tapering,one,evanescent,black,scattered,grasses
edible,convex,fibrous,gray,no,none,broad,chocolate,tapering,one,evanescent,brown,scattered,grasses
edible,convex,scaly,red,yes,none,broad,white,tapering,one,pendant,brown,several,woods
edible,flat,fibrous,brown,yes,none,broad,white,tapering,one,pendant,black,several,woods
edible,convex,fibrous,brown,no,none,broad,pink,tapering,one,evanescent,black,scattered,grasses
edible,convex,fibrous,brown,no,none,broad,pink,tapering,one,evanescent,black,abundant,grasses
edible,flat,smooth,white,no,none,broad,chocolate,tapering,one,evanescent,black,scattered,grasses
edible,flat,smooth,gray,no,none,broad,pink,tapering,one,evanescent,black,scattered,grasses
poisonous,flat,scaly,white,yes,pungent,narrow,white,enlarging,one,pendant,black,scattered,urban
edible,bell,smooth,white,yes,almond,broad,black,enlarging,one,pendant,brown,scattered,grasses
edible,convex,fibrous,brown,yes,none,broad,white,tapering,one,pendant,brown,several,woods
edible,flat,fibrous,gray,no,none,broad,black,tapering,one,evanescent,black,abundant,grasses
edible,convex,fibrous,brown,no,none,broad,black,tapering,one,evanescent,brown,scattered,grasses
edible,convex,smooth,brown,no,none,broad,black,tapering,one,evanescent,brown,scattered,grasses
edible,flat,smooth,white,yes,anise,narrow,brown,tapering,one,pendant,purple,several,woods
edible,convex,fibrous,white,no,none,broad,chocolate,tapering,one,evanescent,brown,abundant,grasses
edible,convex,smooth,white,no,none,broad,chocolate,tapering,one,evanescent,black,abundant,grasses
edible,convex,smooth,gray,no,none,broad,black,tapering,one,evanescent,black,scattered,grasses
edible,convex,scaly,red,yes,none,broad,pink,tapering,one,pendant,black,several,woods
edible,flat,fibrous,brown,yes,none,broad,brown,tapering,one,pendant,black,several,woods
edible,convex,fibrous,brown,yes,none,broad,brown,tapering,one,pendant,black,several,woods
edible,flat,fibrous,white,no,none,broad,black,tapering,one,evanescent,black,scattered,grasses
edible,flat,smooth,brown,no,none,broad,brown,tapering,one,evanescent,brown,scattered,grasses
poisonous,flat,smooth,white,yes,pungent,narrow,black,enlarging,one,pendant,brown,several,urban
edible,flat,fibrous,brown,no,none,broad,pink,tapering,one,evanescent,brown,scattered,grasses
edible,convex,scaly,gray,yes,none,broad,white,tapering,one,pendant,brown,solitary,woods
edible,convex,scaly,gray,yes,none,broad,brown,tapering,one,pendant,brown,several,woods
edible,convex,fibrous,gray,no,none,broad,pink,tapering,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,gray,yes,none,broad,white,tapering,one,pendant,brown,several,woods
edible,convex,scaly,red,yes,none,broad,purple,tapering,one,pendant,brown,several,woods
edible,convex,fibrous,gray,yes,none,broad,pink,tapering,one,pendant,black,solitary,woods
edible,convex,fibrous,gray,yes,none,broad,purple,tapering,one,pendant,brown,several,woods
edible,convex,fibrous,brown,yes,none,broad,pink,tapering,one,pendant,black,several,woods
poisonous,convex,smooth,white,yes,pungent,narrow,pink,enlarging,one,pendant,black,several,grasses
edible,convex,fibrous,brown,no,none,broad,black,tapering,one,evanescent,black,scattered,grasses
edible,convex,scaly,brown,yes,none,broad,white,tapering,one,pendant,brown,several,woods
edible,convex,fibrous,gray,yes,none,broad,pink,tapering,one,pendant,brown,solitary,woods
poisonous,flat,scaly,brown,yes,pungent,narrow,white,enlarging,one,pendant,brown,scattered,grasses
edible,convex,fibrous,gray,yes,none,broad,purple,tapering,one,pendant,black,solitary,woods
edible,convex,fibrous,gray,no,none,broad,chocolate,tapering,one,evanescent,black,scattered,grasses
edible,convex,fibrous,red,yes,none,broad,purple,tapering,one,pendant,black,several,woods
edible,flat,fibrous,brown,no,none,broad,black,tapering,one,evanescent,brown,scattered,grasses
edible,flat,smooth,white,no,none,broad,chocolate,tapering,one,evanescent,brown,abundant,grasses
edible,flat,smooth,brown,no,none,broad,pink,tapering,one,evanescent,black,scattered,grasses
edible,convex,scaly,red,yes,none,broad,white,tapering,one,pendant,brown,several,woods
edible,flat,smooth,brown,no,none,broad,black,tapering,one,evanescent,black,scattered,grasses
edible,flat,fibrous,brown,yes,none,broad,brown,tapering,one,pendant,brown,several,woods
edible,flat,smooth,white,no,none,broad,chocolate,tapering,one,evanescent,black,scattered,grasses
edible,convex,fibrous,brown,no,none,broad,black,tapering,one,evanescent,black,abundant,grasses
edible,flat,fibrous,brown,no,none,broad,chocolate,tapering,one,evanescent,brown,scattered,grasses
poisonous,convex,smooth,brown,yes,pungent,narrow,white,enlarging,one,pendant,black,several,urban
edible,convex,fibrous,brown,yes,none,broad,pink,tapering,one,pendant,black,solitary,woods
edible,flat,smooth,brown,no,none,broad,black,tapering,one,evanescent,brown,scattered,grasses
poisonous,flat,scaly,white,yes,pungent,narrow,brown,enlarging,one,pendant,brown,scattered,grasses
edible,convex,fibrous,brown,yes,none,broad,brown,tapering,one,pendant,brown,several,woods
edible,convex,fibrous,gray,yes,none,broad,purple,tapering,one,pendant,brown,solitary,woods
edible,flat,fibrous,brown,no,none,broad,pink,tapering,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,red,yes,none,broad,pink,tapering,one,pendant,black,several,woods
edible,flat,fibrous,white,no,none,broad,pink,tapering,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,white,no,none,broad,chocolate,tapering,one,evanescent,black,scattered,grasses
edible,convex,scaly,white,yes,anise,broad,black,enlarging,one,pendant,black,numerous,meadows
edible,convex,smooth,white,no,none,broad,pink,tapering,one,evanescent,brown,scattered,grasses
edible,convex,scaly,gray,yes,none,broad,purple,tapering,one,pendant,brown,several,woods
edible,convex,fibrous,gray,yes,none,broad,brown,tapering,one,pendant,black,solitary,woods
edible,convex,smooth,gray,no,none,broad,brown,tapering,one,evanescent,brown,abundant,grasses
poisonous,flat,scaly,white,yes,pungent,narrow,brown,enlarging,one,pendant,brown,scattered,urban
edible,convex,fibrous,red,yes,none,broad,white,tapering,one,pendant,brown,several,woods
poisonous,flat,smooth,brown,yes,pungent,narrow,brown,enlarging,one,pendant,black,scattered,urban
poisonous,flat,scaly,brown,yes,pungent,narrow,white,enlarging,one,pendant,brown,several,grasses
edible,convex,fibrous,gray,yes,none,broad,pink,tapering,one,pendant,brown,several,woods
edible,flat,smooth,brown,no,none,broad,chocolate,tapering,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,gray,yes,none,broad,pink,tapering,one,pendant,brown,solitary,woods
edible,convex,fibrous,brown,no,none,broad,chocolate,tapering,one,evanescent,black,abundant,grasses
edible,convex,fibrous,brown,yes,none,broad,white,tapering,one,pendant,brown,solitary,woods
edible,flat,smooth,brown,no,none,broad,pink,tapering,one,evanescent,brown,scattered,grasses
edible,flat,fibrous,brown,no,none,broad,pink,tapering,one,evanescent,black,abundant,grasses
edible,convex,smooth,brown,no,none,broad,black,tapering,one,evanescent,black,abundant,grasses
edible,convex,smooth,brown,no,none,broad,black,tapering,one,evanescent,black,scattered,grasses
edible,convex,fibrous,brown,yes,none,broad,white,tapering,one,pendant,brown,several,woods
edible,convex,scaly,red,yes,none,broad,purple,tapering,one,pendant,brown,several,woods
edible,flat,smooth,brown,no,none,broad,black,tapering,one,evanescent,black,abundant,grasses
edible,convex,fibrous,brown,yes,none,broad,white,tapering,one,pendant,black,solitary,woods
poisonous,flat,scaly,white,yes,pungent,narrow,white,enlarging,one,pendant,brown,several,urban
